Symbols from TC2000
RNR
PCT
EXK
PSMT
FBK
TRV
ISOU
CTGO
MSCI
FCX
PHVS
BZAI
MSOX
AIRO
ELVR
ARCT
GMRE
STE
BWIN
SHAK
ETSY
DOCN
SSNC
BIPC
DXPE
R
LFUS
HNRG
CARR
CRK
GLTO
LBRX
MUX
PONY
AA
TGEN
SXI
SDGR
RAL
USB
CLMT
STUB
ASPI
BBUC
BRBR
BBSI
MAZE
ARKG
SBIT
SPPP
IP
SCHW
SO
CYRX
NGVC
KLIC
SDOW
ANF
DY
LVS
PMI
AEP
SION
CHWY
PSLV
PLXS
HTZ
ACHC
JHG
SRAD
NG
SLF
FANG
MRCY
COPX
ORA
FIZZ
PNC
LUCK
DC
HBM
PRCT
IAUI
CWVX
CSR
ENPH
BEPC
EXTR
NUKZ
EFSC
ALGS
SKYT
SAND
CODA
WLAC
SMCL
BLDR
IRM
HELE
IMAB
SLG
LNG
PCVX
LOAR
ETR
FCEL
FUN
FSM
TSLQ
ARMN
CAMT
JKHY
TKR
CRNX
APAM
DDC
WBI
SNDX
CGAU
BBW
AMWD
ZVRA
PAG
ARGT
BE
BULG
TRMB
DBVT
PBW
JACK
IMNM
UEC
KOD
SOGP
ACMR
EXPO
XLU
AMZU
RCL
RIO
APA
SQQQ
MSTZ
CRVS
DRV
REZI
OVV
AMPX
RDW
ZENA
BHP
SNX
BCYC
ELAB
SEPN
IBKR
THR
HNGE
J
ATO
QLYS
KFRC
AIN
AURA
ENTO
FVR
ISSC
COP
RFIX
AFRM
AB
MBLY
PLAY
ARLP
SMMT
DKNX
DSGN
KNTK
PPTA
RNGR
TTMI
NTGR
SNDR
PENN
DTM
AMZZ
KMX
APEI
SETM
RILY
QID
HSY
PAM
PKE
CTA
LOVE
IE
ORN
ALKS
NPWR
BTGD
CPS
ALK
DELL
CDNA
MTA
OLN
MNST
PICK
DBD
ULS
SGRY
PENG
SLP
TXG
FMC
MBIN
TECS
TAN
MPAA
FTK
IPDN
NGD
KIDS
SCL
SLAB
BULL
BNS
FFTY
DRI
KR
ATKR
CRWV
CSTL
GNR
SLMT
POET
OSS
CDZI
MRNA
TECX
GNRC
CERT
MGTX
STEX
SSYS
DB
JOE
KYMR
ZK
ROAD
TTRX
MBX
JBIO
AARD
IDA
SPGI
LNTH
CALX
ONDS
AMPY
PPSI
NN
TPB
GLXU
JKS
CHPT
SARO
ETOR
PLTM
GWAV
ALRM
PWP
LODE
SRFM
SSB
UPWK
PACK
BVN
WPP
IRBT
HIT
TFII
EOG
LHX
AVGO
IGLD
SPXU
ACHR
BHVN
SLE
AIPO
SRPT
AMBA
GEMI
FWRD
CART
HFWA
HZO
RGC
PSQ
COHU
ON
GLDD
UPSX
SIBN
GHRS
NVD
ST
DVN
SPHR
PAYX
AFG
RDTL
LABD
CSX
AIRR
ORIC
BBNX
WFRD
QUBT
CNC
DUOT
APPS
NVDS
CARG
IDT
GGAL
TREX
CWEN.A
NXRT
RXRX
ADVM
MGX
OBIO
GPRK
DOMH
VOXR
FUTY
XMMO
CBRL
SH
HECA
HCKT
TE
TRDA
LWLG
LAC
FHTX
PTRN
MLGO
CRMG
BLZE
CPA
PSC
EXR
GVA
TDOC
NTSK
SANA
VYGR
ADTN
BOOM
TIC
SARK
JANX
KDK
QTTB
CPSH
MVST
EGAN
PPC
KNSA
AVT
AAPD
MLCO
CMA
DVS
QUIK
PRIM
UHAL.B
GRID
BTG
ERO
CWEN
ASM
PLCE
UNFI
CIVI
SLDB
VTOL
MSOS
SQNS
TR
EZA
TECK
COCO
CGNX
SMCY
PSO
DXD
VNET
ENTA
SM
ANIX
URNJ
OSPN
RUM
TIP
BLBX
SGML
KULR
GROY
TNDM
MATV
CRMT
DCTH
JOBY
METD
SVII
SPT
SDS
CLW
XEL
SSG
ARKX
NSP
GLXY
CZR
TEL
MTX
AMLX
ASYS
SCLX
ACXP
POM
TONX
HTLD
VSH
MAS
ED
MSA
ZUMZ
DOMO
XNET
ATON
AMPG
XGN
MEI
RCKT
ABTC
CHYM
DFIN
PHR
IIIV
GFF
WTRG
GUNR
LIVN
ALSN
MGNI
REX
KLAR
AMN
ASO
TXO
DIN
PNTG
TARA
SPCE
MYGN
PRME
RGP
SVM
NEXM
BV
VZLA
MVO
ALAB
BIRK
EA
WTS
COLB
AEVA
OMCL
MESO
MNR
GSM
EMX
IONR
STSS
INFU
THH
BNED
AXTI
MIAX
GNTX
MSEX
EBF
STOK
SCVL
NVT
PATH
ARQ
TBCH
APO
PEW
TSHA
BITI
USAS
NTRS
RXST
LAZ
WRD
MXL
WWW
CCJ
VUZI
BVS
CACI
ERY
SMWB
UNCY
ABR
CCRN
RXO
TSLS
EDN
FMST
REPL
MAMA
LFMD
VIAV
LTRX
FIG
HON
ENB
ICE
NTAP
MKTX
HWM
CRWU
SAVA
AMCX
BW
TYRA
PBA
FULC
RCI
UUU
RKT
SOBO
EQX
SFBS
ARKQ
BMNR
NPCE
MTRX
ODV
TROX
KRO
ASPN
OEC
CATX
EVH
MRVI
FNGD
SJT
MUD
VERI
LEVI
DIOD
AJG
VMI
HII
KAR
ATEX
BEP
IMPP
IMTX
CLBK
VMD
EBS
CDT
GTE
ABL
IDAI
SLRX
ABAT
HPK
BLMN
LMND
INGM
FSEC
SWBI
MTZ
PTA
LNW
KRMN
FORD
ET
ALE
ATMU
ANGO
ATI
EH
ARE
GTLS
ACM
NSA
CIVB
FER
ZBIO
ACEL
ARX
HBAN
RTAC
GNL
BBOT
UTZ
CMPX
RMR
EU
KSCP
DOG
OFIX
FOXF
SCO
MAGN
SHLD
IMCR
AVL
RUSHA
APH
NXE
VNM
NVAX
SCHL
LABX
YPF
DAWN
UROY
AGEN
ALEC
DERM
NUVB
MSFD
AGRZ
ZURA
TMQ
FSCO
TGB
VG
SETH
CURI
MBC
UPST
FXU
DCOM
EPAC
WY
BCS
IGOV
CNP
ZLAB
LYTS
TSCO
BILI
FESM
MARO
XLB
PGC
CATY
HDSN
MLKN
MPB
SHC
LQDA
IVA
RRGB
AIRJ
ULCC
WKSP
FTEK
CRGY
AIRS
BDTX
AES
GOGO
FDMT
ABCL
SD
EVER
ETN
FLXR
LC
DXYZ
HVT
TRVI
CHCT
KPTI
RNG
TNGX
JMIA
VRE
KEY
CRWG
BKV
ASTL
STKE
CING
NGL
SONN
XPOF
ELVA
ALDX
PANL
NIU
HITI
BERZ
OCUL
GLUE
CARS
VTLE
VSTM
PACS
PRSU
EDV
CMS
ORRF
VMC
EFX
TLH
LQD
HIBS
VLY
LYFT
NOTE
COMM
LZM
XRAY
ETHD
EVTR
SLN
NWG
RZLT
WTF
IHS
PCG
PYXS
NCNO
TEVA
BCAX
ALLW
ABSI
OIS
IMMR
PAXS
QD
MTW
INVH
ZETA
EIC
TAOX
EDIT
NVNI
CBLL
PHAT
INR
EWTX
TNXP
PBT
IEI
VCIT
NBR
CNOB
STIP
AMDG
EXAS
LGN
EXEL
KNF
SGMT
AISP
BBAI
KRNY
VFF
VRRM
TAIL
DNUT
TASK
BBAR
DTCR
WIMI
INGN
RIGL
KURA
XNCR
EVTL
GGLS
HCMA
UMAC
HQL
LION
ENVX
JBLU
CTMX
IVOL
INVX
TMF
JBND
BYD
VCRB
NUE
XENE
LAKE
MEGI
AMZY
NEXT
RLGT
XBIO
DMAC
ARCO
SEMR
IBG
VLRS
ABUS
MPW
MX
CWD
DDD
NNOX
KYTX
HQH
THS
BRSL
VNO
YETH
OILD
BLFS
XBTY
GTX
DRVN
ARHS
MH
SLB
EPR
ADMA
SPDN
DEA
BACQ
ATOM
BOTZ
PRTA
DEI
NWS
ARCB
WDI
BUR
ICLN
SPIP
ECAT
CPK
BTCZ
BIV
VCSH
CWB
CSGP
EAT
IFRA
LFGY
SGHC
GALT
EOSE
TRIP
DBRG
FCRS.U
PD
LUMN
SLI
PLUG
PLTZ
GAMB
TG
SOXS
TTGT
TTEC
BMBL
LAND
BBVA
HUN
JHX
SJB
MOFG
TAC
TIPT
IEF
SEIC
VGLT
APTV
DGII
PEP
FIX
IBND
JCPB
AGG
FWONK
EXP
FCG
SCHP
DOW
GNK
TITN
EVEX
DRIP
DSP
FFIC
SY
CAL
AEXA
DBI
DLY
SRI
TWM
KT
FOA
DNTH
TDW
VGIT
EWC
CGON
IGIB
PNW
IGSB
DFIS
PLUS
AVDV
FG
EZPW
NEAR
VTIP
MLNK
TUA
OXY
CWAN
JCI
BJRI
TNA
BSV
D
GCT
OGE
ASLE
RYAM
XPRO
FPI
RMAX
SBGI
PLTD
AVIR
EXPI
NFBK
FF
AVNS
SNCY
AUR
BCRX
CMRC
GCI
WKEY
XPER
ULTY
BOC
GDRX
AVAH
QSG
YYY
TKNO
TRN
BCI
DBA
DGICA
PFFD
VBTX
CPB
AAT
FIXD
SCHQ
KSA
FBND
BKAG
PAGP
AZTA
SPTI
LQDT
T
MBUU
IVZ
IBDW
SCCR
SBH
MATW
EPD
VTS
SPNT
SSL
CYN
EMPD
OSUR
AMBP
SPRC
PAYS
SXC
ZIP
TCMD
TERN
EMBC
NEO
PAA
WEAV
BND
EIX
VGSH
AMD
ALC
USIG
QLTA
KBR
AMDL
BOND
TLT
IDMO
MTN
MGM
SPTL
IBDV
ASH
NVA
FE
ZG
ZROZ
HFSI
SHY
TIPX
ALGM
GOVI
SPSK
NP
ASB
ONB
GRFS
PHIN
CGCB
VICI
FYBR
BINC
ISTB
SPIB
EAGG
BCAT
JMBS
TOTL
SAR
AVS
SCHR
FTSM
SPAB
RWM
DBMF
EVSD
HLMN
TTEK
NI
DFCF
MRTN
VREX
ACVA
GTM
LASE
CRSR
TH
NAGE
AXL
UIS
LRMR
MDXH
RC
AIV
CADL
JELD
PTEN
ABEO
ALT
LAR
VFS
JBI
SRTY
ORBS
ALKT
PSTG
MLPX
SUB
BCC
FTGC
DFGP
AVIG
GOVZ
IBTI
GOVT
IBTH
UITB
DUSB
RLI
STBA
IGF
TNL
VUSB
HCC
GBIL
BLV
AHL
USTB
MRUS
JJSF
JPLD
PYLD
ETNB
PRTH
IBTF
PREF
CVAC
SCHZ
OGN
IWMY
FTCB
AMDY
MASS
SRTA
INFA
ALMS
MCGA
WBD
ACB
SEIX
GRAB
FSIG
SPSB
BSCR
AAL
IRT
BSCT
SPBO
BSCS
QXO
SCHI
SCHJ
KSS
BXMT
ARRY
SCHO
NKLR
LFCR
LXU
PRO
HBNC
PLAB
TZA
NOV
CNK
WOOF
VTYX
CTKB
CLAR
TTSH
TZUP
SG
PHLT
EPSN
ADCT
TIXT
LYG
WEAT
AVO
KC
IAGG
WERN
COWG
BSCQ
VNLA
SMTH
WOR
ODP
FLMI
DFSD
BSTZ
PSKY
IUSB
TXNM
IBDU
FLCB
ICSH
EMLP
DBC
VCLT
BIL
AVGG
CGSD
ATLX
IAS
BSCV
PPL
EWCZ
IMXI
TBLL
FLGT
QDEL
ACGL
JPIE
IBDR
BSCP
SB
GTO
ZIMV
SCS
AZ
IPG
FDD
ECH
VMEO
IBDS
ORGO
GCMG
UFO
IGLB
PUBM
MUFG
JMST
BSJR
OPRT
CYBN
CHAI
IBTG
BSCU
ELVN
IBHF
BRY
ARVN
OPRA
SHV
CETX
TBLA
JPST
OLED
III
AMTB
UUP
SGOV
FFIN
PULS
TFLO
DVAX
FLBL
MQ
RUN
JMUB
API
EPM
NXST
SBLX
PKST
QUMS
VRNT
COPY
CAVA
CLIP
PFXF
SVV
SMBS
CIO
BSCX
USFR
PERI
HYEM
PC
DTK
ANSC
EGY
AVGX
BNDX
MARA
FUFU
BOXX
WNS
OARK
FOLD
CGMS
DK
IBDQ
WEST
SPTS
TBIL
GSG
AMDD
PGRE
GASS
GNE
HYMB
IBDX
SPLB
ACDC
GSY
DHC
CRNC
ANEL
DTE
UFPI
OPRX
GTOS
UCON
JAAA
TFI
NSSC
SHM
VMBS
JSI
PBPB
DISV
XHLF
AI
BLX
JETS
PK
SHCO
NVCR
ONEG
HAYW
FXN
PDYN
AMCR
GRNT
RWT
NEOV
CLDT
SNAP
GOTU
HCAT
ZGM
NEON
AREC
ANNX
BZUN
BDN
CMTG
GEL
CLCO
MSIF
TAFI
SPMB
BWX
BSCW
GDYN
HLIT
UA
SKYH
YLD
NVRI
PDBC
WOW
HOPE
FPEI
TENB
AHH
FLIA
YMAX
ARDX
EFC
EGBN
CEPU
M
WSBC
QTRX
NAVI
USNA
ETHM
ARCC
LX
SQM
VWOB
PFGC
LOB
MINT
GEF
BILS
VBIL
TRML
PAAA
BILZ
MRAL
SGVT
VRIG
ALNY
AX
GSST
UWM
RMBS
MUNI
PZA
CGMU
MMIT
HE
MBAV
BUYW
CX
SAFE
YBIT
MAX
BRBS
COMP
BTX
NEOG
JRSH
ACCO
MTLS
INDI
VNDA
LITM
CRCT
VSTS
INN
RBBN
TCPC
UAA
RSKD
PLTK
MOMO
VIR
RNW
ENIC
TEF
LIXT
MFG
FLTR
BTDR
VVX
CGCP
INDV
TUR
TALO
URGN
FHN
TBUX
IMTM
BSJQ
IBDT
GRPN
FLRN
CTLP
CMCO
BKLN
FLOT
SITC
YELP
YSG
INVA
WBS
WCMI
HYLS
PDO
REAL
FPE
ELME
MTSI
LNT
CLOA
PX
VAC
MT
SCSC
MBB
SCMB
RNST
EMB
JPIB
QSR
REMX
TPG
HSII
CLOI
VZ
BBT
AR
TTC
USAU
SIGA
WNC
CODI
USOY
SHIP
RES
NMR
CINT
UMC
HBI
NRIX
GNW
KELYA
LEG
MLTX
NBXG
LFST
BAND
EVCM
NABL
NMFC
CION
AXG
MCW
VET
BNC
TWI
RR
KOPN
AFCG
PTLO
MBI
BKD
MSDL
MFA
TLTW
INCM
COLD
SHYM
LWAY
CARY
HCSG
BMEZ
HI
AXGN
MTBA
VCYT
IWMI
BAM
GIWWU
PTCT
AN
FTSL
PAVE
CPNG
EIDO
ZYME
PFFA
EMLC
RF
CNQ
PCY
MEME
SPIR
SVRA
CLF
LU
EARN
SFL
CWH
CSTM
GILT
GOOD
AGRO
NUS
PDM
XRX
ARKO
ZH
FUBO
BCSS.U
WEN
KRP
GPRE
KODK
HNST
VTEX
BB
CLB
SUIG
FBRT
NVGS
WVE
AQN
SAN
JBBB
SJNK
EQNR
KFY
HUBG
PGX
ICHR
ROKU
BALT
SRE
VRP
XMHQ
GES
LMBS
FTHI
XPEL
BSVO
KBWB
BCH
ANGL
XIFR
DAR
VTEB
FNF
SKM
CGBL
SCHA
FRME
PSTL
BMNU
JMTG
PRA
VERX
TRTX
ZWS
IMRX
LPL
UDMY
RIG
NVOX
CCLD
MRC
AIOT
UPXI
SHEN
MCS
THRY
TVA
COUR
CTOS
STGW
GTN
YALA
VTGN
SWIM
OLMA
PTON
AESI
BHC
EC
COYY
MITK
BBBY
BGS
BBDC
FMS
SONO
HWC
APG
THO
TDS
CSHI
TBT
SMHX
HALO
VNQI
BBCA
PSIX
BATRK
TT
HYLB
CNH
ATXS
JAMF
BXSL
FVRR
EBND
CEPO
BIZD
MFC
AHCO
SHLS
FLG
PRVA
NWSA
CTRI
KROS
WATT
CFLT
SMFG
ETON
RAAQ
BEN
PHI
YEXT
AEG
NOK
KLC
TBI
VNCE
ANGX
RERE
PNNT
NCNA
EVGO
GENI
ANGI
ASX
ERIC
IRS
SPRY
OBDC
TFSL
NRDS
NTST
ITM
ZD
PWZ
AL
CGMM
SPHY
MTUS
SCHC
RTO
DAY
CORT
CMF
KSPI
GLAD
KBWY
CLOZ
GUSH
GLNG
HTBK
KKR
TDUP
FSK
DRS
UMH
BUZZ
CFFN
TPVG
EWQ
EWP
CII
BUSE
HOLO
WT
TMV
IVR
LUNR
QS
WSR
FENY
MED
TILE
SPNS
AMZD
TMC
STN
DNOW
UVE
AMTM
DBO
BRSP
AMRX
CON-A
EUFN
OCFC
CGHM
CAIE
ARDT
PAGS
APPX
CYH
SES
UGP
INDP
TRON
ACRE
FSLY
TKC
JRVR
RZLV
MDXG
TSYY
ILPT
OPFI
MSBI
DV
EFXT
HGER
VIRT
URTY
KNX
AVA
SCHM
TOI
SEM
FRSH
SCYB
MODG
ICL
VTRS
TLX
PEY
LOMA
MCHB
ECVT
PFF
PMT
BNL
RLAY
NOMD
FINV
PBR
CANG
KBDC
AVXL
NVFY
REAX
FA
CRESY
FULT
RYLD
BGC
AGNC
ORC
S
PRMB
THQ
SMCZ
BLND
CVE
VALE
AEO
BLDP
PBI
FLJP
WPC
LW
SHYG
HIMU
XSMO
SLVM
CMG
FOUR
FLO
KALV
MORT
FFWM
RMNI
AMBC
PBYI
BBD
GGB
UNIT
EVLV
CCCS
RYN
IEP
FTS
WES
CNXC
SRLN
APLE
HST
XOVR
HEGD
SHO
GMEU
IRDM
GVAL
HAFN
PRGO
QBTZ
LAUR
TVTX
MTCH
HRMY
NFLY
WLY
EUAD
BUCK
UCO
NWL
SLGN
SUZ
RDVI
ARI
EHAB
TPC
ANET
VNOM
HP
LEA
PINK
DAKT
CNNE
SCHF
RVLV
AMUU
SUI
APOG
VTWO
CIM
RETL
PEB
DOLE
KBWD
GT
CXM
ITUB
CMMB
COYA
STKL
RPAY
CAPR
TMCI
FLD
NRGV
NMAX
GRNY
AVBP
DRH
AMX
CGIC
CVGW
TRIN
GAIN
CTRA
FALN
FHB
CSWC
REYN
ADEA
NE
TGS
OILU
PVAL
IOSP
FLIN
HYDB
AAP
DFAI
DFGR
SCHV
ARLO
PL
PFLT
ADAM
NB
ADT
MIMI
ESOA
LIND
YMM
CGNT
PEPG
SFIX
TEO
BIOA
HLNE
DDWM
AOSL
GBX
ALHC
HNI
KREF
K
DFAS
DIV
CGCV
KN
CAKE
MUB
FMDE
HOUS
AD
MFIC
TDC
CPER
KVYO
DFLV
BWA
HTGC
BAI
SNEX
ASTS
TRP
EQH
CWT
CPRX
HYD
CGIE
GME
DFIV
CHT
WMB
MOS
CGBD
LAES
RLJ
LADR
AUPH
RITM
TWO
GSBD
ZIM
PRCH
CTO
VOD
FNB
PAYO
LPTH
HAFC
BNO
EWA
ING
CGXU
WTAI
HIMX
MGY
GEN
GEVX
DFAX
PFG
BOX
TS
CWST
CUBE
USHY
CFR
DFIC
DFUV
IONS
CADE
CGDG
RRR
EPI
QCML
RCUS
PLSE
HOG
NTCT
RPD
MANU
BSBR
HLX
QUAD
CLVT
CMBT
DRN
ARAI
ACIC
VYX
LZ
AGRI
RIVN
SBCF
ALEX
ETD
ANAB
SU
RDN
FCPT
ERII
FTQI
QYLD
PCOR
CG
IX
ALH
SILA
IWM
BSM
POCT
AVY
IYE
BTSG
KMT
SCHY
PLYM
AM
UCB
HLN
WB
ALLT
PCRX
WFG
AKAM
BWLP
MP
TGTX
KW
LAWR
FLWS
HRZN
ESRT
NAT
LUXE
WTTR
BTAL
TAK
SCM
UWMC
KRNT
GBTG
NIO
NWBI
AVPT
ALVO
GOOY
SCHH
FBP
PAY
STEP
TAP
UBS
DFAR
EPOL
NTB
PBF
FNDX
ADNT
PDFS
DLO
ASAN
NCDL
QDVO
SLRC
PAX
GPK
NEWT
WASH
DAN
ROIV
DENN
TLS
YMAG
HLF
SPDW
SDVY
SW
FDUS
NBTB
OBK
UPBD
ROOT
THRM
PINC
BUFR
BITO
DIVI
CNA
NRG
EFV
FTRE
DYN
CAE
BANC
GSL
TMHC
FNDA
AMAL
JBGS
BLCO
CWI
LEGN
GSIE
DXC
SPMD
NOG
MDU
FIBK
CGGE
FGNX
IVLU
SEE
BAX
GECC
BTBT
NRXP
LBTYK
LKQ
HSBC
MLI
IYZ
MTDR
ELS
AIG
SATS
SLYV
IVES
HESM
FENI
SMP
EOLS
SDIV
INFY
TTI
NESR
F
CAG
CSAN
EWS
WGO
MYE
CMRE
AQST
NCMI
PBR.A
SCHB
NBBK
IMVT
MNKD
IAT
INTF
MLPA
ASHR
AKRO
ATR
INDA
IQLT
CDP
REM
STWD
CRMD
UAMY
PXLW
BGMS
BLNE
FRDM
TGNA
TME
EWM
DNLI
EWG
DPRO
SIRI
SOJD
MFSI
AEE
EPC
ESAB
OM
CVBF
EWI
SPSM
CWK
IDV
CHAU
IAC
SCHD
REET
SAH
FNDF
LYB
CGNG
AXS
SOLZ
BALL
RSPT
ARTY
FHI
URA
CBU
WCLD
CNTA
XERS
RWAY
TU
TVRD
SDOT
COTY
OWL
PFS
USAC
OSBC
DFSV
MIR
QNST
DIHP
LXP
OMAH
OSW
BBJP
HEFA
NJR
ROST
ABT
AMLP
RMCO
ACLS
DFEM
EEMV
IXC
RVTY
EXC
MMI
FIVN
PXH
DOC
GDEN
OPEN
AMPL
CHA
MNTN
LOCO
CRCG
PRKS
KRE
SCHX
FFBC
BCSF
DFAC
TRS
BRKU
GFS
SCHE
AVNT
IMO
CM
AWR
VFLO
FDX
SMMD
SCZ
PFIX
CDRE
ORLY
VVV
BTI
CALF
XRPR
RGNX
QLTY
IYT
ACHV
SUPV
SNBR
PR
LBTYA
TBBB
MTG
QQQY
MGA
EVRG
XRPI
IJS
NEGG
OMDA
TLK
ILF
VFC
NVST
SSSS
PEBO
VVPR
OMI
IONZ
GSIT
WU
FLYW
INTR
STLA
FLOC
PRG
SPYD
EWU
ICVT
EWJ
NSC
RBRK
HRL
BP
UGI
CXW
RPG
BF.B
RAMP
PRF
NCLH
HSTM
XHR
FIGS
BTCS
GOOS
TSLY
NEXN
TK
SCHK
IJH
WH
JAVA
QGEN
ELV
COTG
AVDE
DGS
DFAE
OMC
CGGO
VEA
HTO
SPR
YETI
DAVA
DFH
CMPO
GO
ACI
VIV
ASIX
BF.A
TETH
EAGL
KD
SBRA
CNX
CAI
PBDC
XLRE
FDL
CMCSA
WRBY
PSX
RDNT
MIDD
XSOE
BRZE
ESI
BKR
EMXC
OPCH
LDOS
CB
HGV
EHTH
CEPT
AMH
DLX
FUL
EVTC
ARQT
COGT
CMP
ALLY
LVHI
KBE
CGDV
AMKR
VRNS
SBLK
UNG
XRPT
TSLX
IGRO
BRRR
VIST
DEM
CGUS
FVD
PRAA
HODL
CUZ
HR
FCF
EYPT
PTIR
SSK
TBPH
KIM
USO
GSAT
IYF
XRT
ILMN
DIVO
ATRC
BUG
NWE
MSM
AOS
Z
QRVO
SOLT
DHT
GDOT
MSTU
CONY
JDST
HPQ
GEO
MAT
TAL
NPKI
FNDE
FTV
SBS
NVDY
E
DFAT
CHAT
WMK
VSS
HLI
IBOC
PRDO
SONY
JEPI
HHH
IEV
ESGE
HYG
DUHP
AMRZ
ARMK
FDVV
PINS
AWK
DX
INMD
FIP
OI
YDDL
SLDP
TLSI
ANRO
GBDC
BY
LINC
HG
KDP
KMI
XLF
OCSL
VEU
XLI
VSCO
BDYN
VECO
BITF
CCUP
ACIO
LIT
LUV
SPHD
EWH
KOF
KHC
THRO
TCHP
ACWX
GTES
REG
ADP
AVUV
SMPL
BALI
PLTY
RYAAY
AKR
SAIL
STEL
BIP
QDTE
NIQ
IIPR
FTI
LTM
DGXX
LPSN
ARR
CMPS
UCTT
CPF
CLBT
RYTM
FLQM
NMIH
XBI
VYMI
BURL
EWT
IXUS
DGRO
JNK
ISPY
SVOL
QFIN
ATEN
QTOP
FIHL
FLUX
ADBG
AVTR
BLOX
SPRX
OFG
ARKB
PHG
XOP
IDEV
AMR
DFAU
CPRT
CNMD
CUK
BEKE
NLY
XYLD
MAC
IHDG
FELC
REFI
VWO
CTVA
ELP
RECS
SOXQ
GPCR
HMC
AVDL
UTI
MCHP
MO
CHRD
VXUS
NYT
BAC
BUD
CCL
SLM
MNRO
BZH
ASC
EBR
LPG
SCHG
SMLF
BRC
VAL
KNG
EPP
PLTG
SR
HELO
DXCM
XLE
AVLV
SWK
CEP
LILA
ONON
WKC
MD
SPEM
PSFE
VOR
TRUP
UE
EZU
LSPD
MGPI
LSCC
AIQ
GLPI
VIPS
RDVY
TCAF
YBTC
TRU
WRB
COWZ
GDS
TIGR
IZEA
CAAP
IVT
TTAM
PFE
BTQ
CORZ
TPH
AGIO
VDE
IQV
XDTE
RELY
FLNG
JBS
RDY
FELG
TIMB
HIW
SMIN
NU
IEFA
MKSI
NBHC
AOR
UMBF
SPYV
KEP
SPYI
CRCA
SLDE
TOPT
BKU
CXT
MC
FLTW
PCAR
RKLB
WD
UBER
VPL
IEUR
CRC
FEZ
CGGR
EEM
SNN
NATL
CRBG
LI
ABM
BMY
MET
SN
HCI
SON
DBEF
CASS
HMN
BBEU
SYNA
NMRK
ETHA
BRX
ZTO
UXRP
BRCB
KRG
STVN
TX
NAMS
GTY
MTSR
SHOO
