symbol,date,numobs,high_21d,high_34d,high_55d,low_11d,low_21d,low_34d,first_date,first_close,close,volume,roc_ytd,roc5,roc10,ma_4d,ma_7d,ma_21d,ma_42d,ma_65d,ma_126d,close_25d_ago,ma_126d_25d_ago,total_up_days_10yr,vol9_5,vol9_10,vol9_50,vol9_126,vol9_252,pct4_10,pct4_20,pct4_40,pct4_60,pct4_126,pct4_252,up_day,consecutive_up_days,total_curr_up_days,total_up_days_252d,total_up_days_ytd,up_day_percentage,max_up_streak,significant_up_days_1pct,significant_up_days_2pct,high_volume_up_days,recent_up_trend_21d,recent_up_trend_63d,strong_up_days,order,name,industry_name,sector,market_cap_mil,shares_in_float_1000s,x50_day_avg_vol_1000s,x50_day_avg_vol_1000s_2,comp_rating,eps_rating,a_d_rating,eps_due_date,ipo_date,etf,current_price,percent_off_high,avg_true_range,rs_rating,rs_3_month_rating,rs_6_month_rating,rs_line_new_high,price_percent_chg,percent_chg_cur_week,percent_chg_1_month,percent_chg_3_months,percent_chg_6_months,percent_chg_12_months,sales_accel_2_qtrs,sales_accel_3_qtrs,sales_percent_chg_lst_qtr,avg_sales_percent_chg_2q,avg_sales_percent_chg_3q,eps_accel_3_qtrs,eps_percent_chg_last_qtr,eps_percent_chg_1_q_ago,eps_percent_chg_2_q_ago,eps_est_next_yr_percent,x3_yr_eps_growth_geq_5_yr,eps_trl_4q_gtr_eps_4_yrs_ago,eps_trl_4q_geq_eps_lst_fiscal_yr,funds_percent,earnings_stability,yield_percent
BANC,2025-10-17,3532,18.24,18.24,18.24,15.33,15.33,15.33,2025-01-02,15.25,16.05,4714035,5.24590163934426,0.973907766990291,0.93859649122807,16.4925,16.7185714285714,16.8514285714286,16.7280952380952,16.0995384615384,15.0865079365079,16.65,14.4341269841269,1221,0,0,0,0,0,1,1,2,3,4,11,TRUE,1,1721,120,97,48.7,10,982,515,445,11,35,264,861,Banc of California,Finance-Savings & Loan,S&Ls,2364.2,156770,46180,2936,75,81,D,2025-10-22,2002-08-23,No,16.05,-12.01,0.52,60,42,67,No,3.15,-2.61,-2.4,8.8,21.5,5,Yes,No,5,3.2,-,No,158,117,142,55,No,Yes,Yes,52,-,2.5
BAND,2025-10-17,1994,18.205,18.6301,18.6301,14.7238,14.7238,14.66,2025-01-02,16.71,15.24,133638,-8.79712746858169,1.00461437046803,0.947172156619018,15.3224999999999,15.3828571428573,16.3595238095238,15.9835714285715,15.3956153846153,14.8561507936507,16.41,14.2540873015872,1019,0,0,0,0,0,0,0,4,6,9,15,FALSE,0,1019,122,98,51.1,16,712,456,358,9,32,324,862,Bandwidth Cl A,Computer Sftwr-Enterprse,SOFTWARE,459.3,27337,3726,244,76,95,B+,2025-10-30,2017-11-10,No,15.24,-33.74,0.7,34,33,58,No,-0.85,0.46,-16.7,-3.8,28.9,-15,Yes,No,4,2.8,10.8,No,31,33,-3,38,Yes,Yes,Yes,41,61,0
BANR,2025-10-17,5033,67.74,68.965,68.965,60.75,60.75,60.75,2025-01-02,66.02,61.75,468854,-6.46773704937897,1.01163171690695,0.961089494163424,62.6962499999998,62.3385714285715,64.0185714285714,65.3211904761903,64.8331538461541,64.2512698412694,66.14,63.7382142857138,1237,0,0,0,0,0,0,0,1,2,2,4,FALSE,0,2436,111,88,48.4,12,1388,692,1041,7,24,386,865,Banner,Banks-West/Southwest,BANKS,2135.6,33892,11998,200,52,81,D-,2026-01-15,-,No,61.75,-20.88,1.7,22,21,20,No,-1.07,1.16,-5.7,-8.1,2.1,-9.1,Yes,No,11,9.7,10,Yes,17,15,6,6,No,Yes,Yes,61,16,3.2
BAP,2025-10-17,5035,271.34,280.88,280.88,249.55,249.55,249.55,2025-01-02,184,254.06,402854,38.0760869565217,0.996352798148947,0.95443104549382,253.89,255.684285714286,261.441428571428,260.977380952381,254.057538461538,233.378333333333,266.06,218.250555555556,1286,0,0,0,0,0,0,0,0,0,0,1,TRUE,1,2584,144,116,51.3,12,1309,627,931,10,37,306,868,Credicorp,Banks-Foreign,BANKS,20217.3,56499,90801,359,94,96,C-,2025-11-13,-,No,254.06,-9.55,6.3,86,48,78,No,0.56,-0.36,-8.7,12.6,37.2,36.1,Yes,Yes,10,7.6,6.2,No,47,19,31,8,No,Yes,Yes,54,61,4.3
BAR,2025-10-17,2027,42.55,42.55,42.55,38.11,36.025,34.3194,2025-01-02,26.24,41.66,4127746,58.765243902439,1.05335018963338,1.08772845953003,41.6124999999999,40.8085714285714,38.822380952381,36.8341666666667,35.5043846153846,34.1897222222223,35.93,32.6293253968254,1066,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,1066,151,120,52.6,9,262,44,393,17,40,9,870,GraniteSh Gold Trust,Finance-ETF / ETN,MISC,1399.8,32850,24821,671,-,0,B,-,-,Yes,41.66,-1.99,0.57,88,91,86,No,-1.88,5.34,15.4,26.5,27.2,56.9,No,No,-,-,-,No,51,26,40,-,No,Yes,Yes,2,-,0
BATRK,2025-10-17,2391,41.795,44.75,45.91,38.84,38.84,38.84,2025-01-02,37.69,39.17,247532,3.92677102679757,0.974620552376213,0.954202192448234,39.635,39.9442857142857,40.7219047619048,41.9184523809524,42.9914615384616,42.7725793650794,42.05,42.3761904761905,1175,0,0,0,0,0,0,0,0,0,1,2,TRUE,1,1175,130,100,49.2,9,556,224,436,9,27,97,878,Atlanta Braves Series C,Leisure-Services,LEISURE,2433.9,50842,11292,288,30,26,D-,2025-11-05,-,No,39.17,-16.98,0.65,22,10,13,No,0.15,-2.54,-5.9,-15.8,1.2,-4.6,No,No,10,18.9,4.9,No,0,20,40,0,No,Yes,Yes,54,-,
BAX,2025-10-17,5035,24.265,24.63,24.89,21.63,21.59,21.59,2025-01-02,29.26,23.09,3953021,-21.0868079289132,1.05193621867882,0.967728415758592,22.9075000000003,22.6000000000001,22.74,23.432619047619,24.0866153846154,27.1153968253968,23.99,28.8470634920635,1315,0,0,0,1,3,0,0,0,1,1,3,TRUE,2,2585,120,99,51.4,14,1003,336,953,10,34,123,881,Baxter International,Medical-Products,MEDICAL,11859.5,508484,148879,6280,35,78,C,2025-10-30,-,No,23.09,-38.82,0.64,10,25,7,No,0.52,5.19,-0.5,-17.2,-20.1,-37,No,No,4,4.9,3.5,No,28,53,-11,6,No,No,Yes,60,17,2.9
BB,2025-10-17,5033,5.07,5.07,5.07,4.33,4.17,3.69,2025-01-02,3.82,4.49,8388105,17.5392670157068,1.00223214285714,0.997777777777778,4.49999999999967,4.55428571428593,4.60809523809523,4.22559523809509,4.06284615384612,4.01845238095214,3.9,3.85845238095214,1180,0,0,3,6,18,0,2,3,4,6,18,FALSE,0,2381,117,93,47.3,9,1619,1063,858,10,28,668,885,BlackBerry,Computer Sftwr-Security,SOFTWARE,2650.7,584457,42989,9543,70,43,B,2025-12-18,-,No,4.49,-28.04,0.2,86,86,80,No,-0.66,0.22,12,12,41.6,74,Yes,Yes,3,0.7,-2,No,0,200,0,22,No,No,Yes,36,-,0
BBAI,2025-10-17,1139,9.39,9.39,9.39,6.9,6.275,4.65,2025-01-02,4.11,7.42,127409352,80.5352798053528,1.02770083102493,1.03198887343533,8.13750000000001,8.01000000000001,7.44238095238095,6.34238095238095,6.49153846153846,5.53285714285715,5.06,4.70087301587302,496,0,1,8,26,52,1,4,6,9,26,53,FALSE,0,496,119,91,43.6,9,371,298,118,10,28,250,887,BigBear.ai,Computer Sftwr-Enterprse,SOFTWARE,2750.6,363288,727187,99321,62,15,A+,2025-11-10,-,No,7.42,-28.38,0.72,97,91,94,No,-3.64,2.77,23.3,-9.7,193.3,336.5,No,No,-18,-6.7,-1.8,No,-1083,63,-207,71,No,No,No,19,-,0
BBAR,2025-10-17,5034,11.47,12.79,17.41,7.8493,7.76,7.76,2025-01-02,21.77,9.39,601734,-56.8672485071199,1.02176278563656,1.12860576923077,9.4775,9.54285714285717,9.03428571428573,10.1578571428571,12.2078461538462,15.3442063492064,9.01,17.1914285714286,1209,0,0,0,0,0,3,4,4,7,10,25,FALSE,0,2421,122,90,48.1,12,1769,1190,897,12,28,804,888,Banco BBVA Argentina ADR,Banks-Foreign,BANKS,1917.8,32677,11866,1264,22,59,B+,2025-11-19,1993-11-23,No,9.39,-62.46,0.71,4,5,2,No,-1.98,2.18,5.6,-38.1,-53.7,-17,Yes,No,-39,-48.1,-50.9,No,-63,16,13,53,No,Yes,No,31,68,0
BBAX,2025-10-17,1809,57.28,58.07,58.07,54.94,54.9,54.9,2025-01-02,48.65,56.11,206588,15.3340184994861,1.01759158505622,0.98214598284614,55.9450000000002,55.8357142857143,56.1938095238094,56.5819047619048,56.2775384615385,54.613253968254,57.53,52.9329761904763,921,0,0,0,0,0,0,0,0,0,0,0,TRUE,3,921,132,112,50.9,8,282,58,260,12,34,20,889,JPM BetaBld Dev AP xJp,Finance-ETF / ETN,MISC,5448.2,92899,11137,197,-,0,B-,-,-,Yes,56.11,-3.38,0.56,60,41,49,No,0.14,1.76,-2.1,2.2,16.9,6.9,No,No,-,-,-,No,17,6,17,-,No,Yes,Yes,0,-,3.6
BBBY,2025-10-17,5033,12.65,12.65,12.65,7.79,7.79,7.79,2025-01-02,5.62,7.87,2193185,40.0355871886121,0.898401826484018,0.654742096505824,8.28250000000003,8.66857142857134,9.68190476190464,9.66261904761905,9.52046153846157,7.83658730158724,10.39,6.83833333333328,1170,0,0,0,1,2,0,2,5,9,24,43,FALSE,0,2354,108,90,46.8,11,1742,1270,770,9,27,920,894,Bed Bath & Beyond,Retail-Internet,RETAIL,451.8,56256,19968,2547,65,55,B+,2025-10-27,2002-05-30,No,7.87,-37.79,0.79,75,4,75,No,-1.01,-10.16,-19.8,-3.6,92.4,-22.2,Yes,No,-29,-34.2,-29.9,No,71,66,25,52,No,No,Yes,37,-,0
BBCA,2025-10-17,1809,88.76,88.76,88.76,85.78,85.78,83.92,2025-01-02,70.78,86.515,137550,22.2308561740605,1.00540383497966,0.978676470588235,87.08125,86.9564285714285,87.2530952380952,86.1355952380952,84.6414615384615,81.4271825396825,86.07,78.2038095238095,956,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,956,142,117,52.9,11,281,56,204,10,35,17,896,JPM BetaBld Cda,Finance-ETF / ETN,MISC,8824.4,104899,19915,230,-,0,A-,-,-,Yes,86.52,-2.53,0.89,74,65,65,No,-0.53,0.54,-0.2,6.2,20.1,18.7,No,No,-,-,-,No,25,17,28,-,No,Yes,Yes,1,-,1.9
BBD,2025-10-17,5033,3.41,3.41,3.41,3.04,3.04,2.96,2025-01-02,1.96,3.3,80800349,68.3673469387755,1.07843137254902,1.0410094637224,3.22749999999999,3.1785714285714,3.23714285714286,3.16440476190475,3.05700000000001,2.93011904761906,3.13,2.72599206349208,1231,0,0,1,3,6,0,0,0,1,3,6,TRUE,5,2472,119,99,49.1,9,1690,996,972,13,34,604,899,Banco Bradesco Pref ADR,Banks-Foreign,BANKS,35119.2,2815288,155653,47717,90,74,B,2025-10-29,-,No,3.3,-3.23,0.08,87,84,81,No,1.23,7.84,-0.3,14.6,48.6,23.6,Yes,Yes,24,12.4,6.3,No,43,29,33,17,Yes,No,Yes,22,22,4.3
BBDC,2025-10-17,4697,9.28,9.912,9.92,8.39,8.39,8.39,2025-01-02,9.62,8.59,524777,-10.7068607068607,1.02140309155767,0.997677119628339,8.67750000000006,8.60285714285713,8.74285714285719,9.13142857142859,9.25276923076925,9.14976190476194,9.3,9.20222222222226,1235,0,0,0,0,0,0,0,0,1,1,2,TRUE,1,2346,128,101,50,10,1050,446,822,6,27,218,900,Barings BDC,Finance-Investment Mgmt,FINANCE,903.3,104106,4580,532,30,59,E,2025-11-06,-,No,8.59,-20.83,0.17,19,15,16,No,0.12,2.14,-5.8,-11.4,-1.3,-12.2,Yes,No,-1,-4.2,-5.1,No,-30,-11,-13,-8,No,Yes,No,8,10,12.1
BBEU,2025-10-17,1845,71.07,71.07,71.07,69.14,67.76,67.115,2025-01-02,55.22,70.68,5765737,27.9971024990946,1.02094467716308,0.995913766380161,70.3425000000001,70.0271428571429,69.7942857142857,69.2792857142856,68.6341538461539,67.5154365079365,69.1,65.8662301587302,964,0,0,0,0,0,0,0,0,0,0,0,TRUE,5,964,136,113,52.3,10,284,61,204,13,36,22,903,JPM BetaBld Europe,Finance-ETF / ETN,MISC,4866.3,64750,67209,1060,-,0,B+,-,-,Yes,70.68,-0.55,0.58,71,70,57,No,0.1,2.09,2.3,5.3,15.3,16.6,No,No,-,-,-,No,13,15,19,-,No,Yes,Yes,3,-,3.4
BBIO,2025-10-17,1587,57.49,57.49,57.49,52,48.78,48.78,2025-01-02,28.2,54.92,1364747,94.7517730496454,0.989727878897099,1.03897086643965,55.77,55.6171428571429,53.432380952381,52.3676190476191,50.631076923077,44.9184523809524,51.21,41.0850396825397,787,0,0,0,1,3,0,0,2,2,8,18,FALSE,0,787,132,107,49.6,9,625,456,268,9,33,322,909,BridgeBio Pharma,Medical-Biomed/Biotech,MEDICAL,10498.9,160581,122120,2197,70,14,B-,2025-10-30,2019-06-27,No,54.92,-4.47,1.72,92,84,88,No,-0.2,-1.03,7.3,17.5,62.1,109.7,Yes,No,4995,2475.3,1728.9,No,10,-2467,-46,46,No,No,No,64,-,0
BBJP,2025-10-17,1845,69.03,69.03,69.03,64.62,64.62,63.99,2025-01-02,54.81,67.68,1427582,23.4811165845649,1.04492820750347,1.00177619893428,67.0650000000001,66.5542857142858,66.8295238095237,66.3859523809524,65.1594615384616,62.5123809523809,66.75,60.2886507936508,938,0,0,0,0,0,0,0,0,0,1,1,TRUE,5,938,131,105,50.9,10,296,51,278,11,33,11,910,JPM BetaBld Japan,Finance-ETF / ETN,MISC,14321,202198,95821,1429,-,0,C-,-,-,Yes,67.68,-1.96,0.73,78,77,72,No,0.52,4.49,0.9,13.3,21.4,17.2,No,No,-,-,-,No,9,8,15,-,No,Yes,Yes,1,-,2.3
BBNX,2025-10-17,181,23.71,26.66,26.66,19.89,18.92,18.52,2025-01-30,23.63,20.02,450021,-15.2771900126957,0.951973371374227,0.89937106918239,21.03,21.3614285714286,21.4792857142857,21.2177380952381,19.1446923076923,16.9886507936508,26.41,15.1493650793651,90,0,0,0,0,0,1,1,3,6,12,17,FALSE,0,90,90,90,50,7,65,47,24,10,34,40,916,Beta Bionics,Medical-Products,MEDICAL,870.3,29994,15705,784,38,6,C,2025-10-28,2025-01-30,No,20.02,-24.91,1.44,85,81,88,No,-2.96,-4.8,-13.4,52.1,79.7,-,Yes,No,54,45.4,78.5,No,-15,-131,5,13,No,No,No,78,-,
BBOT,2025-10-17,48,13.18,13.18,13.18,10.735,10.7,8.79,2025-08-12,9.65,11.15,117621,15.5440414507772,0.94331641285956,0.90210355987055,11.37,11.59,11.782380952381,10.8313095238095,10.7765625,10.7765625,10.39,,26,0,0,0,0,0,0,0,4,5,5,5,FALSE,0,26,26,26,55.3,5,23,18,8,10,26,12,917,BridgeBio Oncology Thera,Medical-Biomed/Biotech,MEDICAL,883,64148,3100,279,45,9,C,2025-12-03,2024-02-09,No,11.15,-15.4,1,52,71,55,No,-2.19,-5.67,3.3,4.2,3.5,7.6,No,No,-,-,-,No,-29,-47,-15,-,No,No,No,53,-,
BBSI,2025-10-17,5033,46.93,49.65,49.65,41.45,41.45,41.45,2025-01-02,42.98,41.62,196339,-3.16426244765007,0.975164011246486,0.92715526843395,42.46,42.7057142857142,44.1042857142857,45.8890476190476,45.8426153846154,43.8495238095238,46.84,43.0501984126984,1327,0,0,0,0,0,0,0,1,2,2,3,FALSE,0,2593,127,99,51.5,11,1487,809,793,7,27,436,922,Barrett Business Services,Comml Svcs-Staffing,BUSINS SVC,1075.2,24541,6542,154,42,64,E,2025-10-29,1993-06-11,No,41.62,-16.17,1.03,34,12,17,No,-1.26,-2.48,-10.5,-4.7,2.2,9.8,No,No,10,10,10.1,No,13,-300,17,14,No,Yes,Yes,57,9,0.8
BBT,2025-10-17,5026,25.82,27.43,27.43,23,23,23,2025-01-02,27.94,23.46,710070,-16.034359341446,0.984886649874055,0.979949874686717,24.18,24.107142857143,24.177619047619,25.1328571428572,25.1815384615385,25.2695238095239,25.8,25.4154761904763,1242,0,0,0,0,0,0,0,1,2,3,5,TRUE,1,2490,111,90,49.6,10,1245,591,889,7,25,311,923,Beacon Financial,Finance-Savings & Loan,S&Ls,1088.3,45925,19901,857,55,94,C,2025-10-17,2000-06-29,No,23.46,-27.5,0.7,17,15,14,No,0.82,-1.51,-6.3,-11.3,-0.7,-17.2,No,No,5,4.7,4.7,No,25,22,28,47,No,Yes,Yes,79,24,3.1
BBUC,2025-10-17,903,37.885,37.885,37.885,32.78,30.5101,30.5101,2025-01-02,24.43,35.8,219206,46.5411379451494,1.06042654028436,1.05108631826189,36.6625,35.95,34.9047619047619,34.527619047619,33.2158461538461,30.999126984127,33.87,29.1264285714286,424,0,0,0,0,0,1,1,1,3,7,9,FALSE,0,424,137,113,47,8,292,186,148,11,39,99,925,Brookfield Business,Finance-Investment Mgmt,FINANCE,2566.6,24375,5065,144,60,19,A-,-,-,No,35.8,-5.5,1.43,87,86,83,No,-2.05,6.04,2.5,16.8,49.5,39.4,No,No,-4,0.9,5.1,No,-198,61,88,-,No,No,No,22,-,0.7
BBUS,2025-10-17,1661,122.14,122.14,122.14,118.2948,118.2948,115.02,2025-01-02,105.73,120.32,276383,13.7993001040386,1.01664554288128,0.992534543204784,120.155,120.102857142857,120.544380952381,119.091166666667,117.657138461538,112.437293650794,119.12,108.168055555556,921,0,0,0,0,0,0,0,0,0,0,1,TRUE,1,921,142,113,55.5,9,254,60,286,12,34,19,926,JPM BetaBld US Equity,Finance-ETF / ETN,MISC,5925.8,40200,25856,217,-,0,B-,-,-,Yes,120.32,-1.49,1.14,71,66,69,No,0.51,1.66,0.7,5.8,26.5,14.4,No,No,-,-,-,No,26,15,36,-,No,Yes,Yes,7,-,1.1
BBVA,2025-10-17,3986,20,20,20,17.9046,17.9046,17.77,2025-01-02,9.49,19.57,5164087,106.217070600632,1.08481152993348,1.01662337662338,18.97,18.6771428571429,18.9185714285714,18.7908333333333,18.1586923076923,16.5717857142857,19.07,15.5085317460317,1260,0,0,0,0,0,1,1,1,2,2,8,TRUE,2,1997,141,116,50.1,11,1192,577,669,11,35,285,927,Banco Bilbao Vizcaya ADR,Banks-Money Center,BANKS,124595.9,6303013,25695,1387,95,94,B,2025-10-30,1988-12-14,No,19.57,-2.15,0.41,93,85,85,No,0.46,8.48,2.9,31.8,45.2,98.3,No,No,0,1.2,6.6,No,8,26,14,7,No,Yes,Yes,0,5,3.4
BBW,2025-10-17,5035,74.38,75.85,75.85,55.5,55.5,55.5,2025-01-02,44.08,55.71,253340,26.3838475499093,0.929274395329441,0.912530712530713,57.9825000000001,58.9228571428572,64.1247619047619,64.7295238095238,60.4487692307693,53.1009523809524,73.98,47.4379365079365,1201,0,0,0,0,0,0,0,3,4,10,18,FALSE,0,2408,132,105,47.8,10,1800,1358,853,7,30,1020,928,Build-A-Bear Workshop,Retail-Leisure Products,RETAIL,731.2,12338,23136,417,88,97,D,2025-11-26,2004-10-28,No,55.71,-26.55,2.95,86,14,74,No,-0.66,-7.07,-22.2,6.8,49.9,47.5,No,No,11,11.5,7.9,Yes,47,43,19,10,No,Yes,Yes,56,38,1.5
BBWI,2025-10-17,5035,26.95,32.32,32.32,24.855,24.855,24.855,2025-01-02,37.91,26.5,5926098,-30.0975995779478,1.05915267785771,1.02395672333849,26.1025000000001,25.8542857142855,25.9490476190476,27.4642857142857,28.3687692307692,29.2153174603175,27.21,29.9069047619048,1213,0,0,0,0,3,0,0,2,3,8,17,TRUE,2,2508,119,93,49.8,8,1574,914,920,12,29,526,929,Bath & Body Works,Retail-Specialty,RETAIL,5464,204125,176137,6697,26,61,C-,2025-11-12,1961-01-05,No,26.5,-36.71,0.94,13,20,13,No,1.88,5.92,3,-16.4,-6.8,-17.2,No,No,2,2.2,0.1,No,0,29,1,9,No,Yes,Yes,68,18,3
BBY,2025-10-17,5033,79.815,79.815,79.815,70.41,70.41,70.41,2025-01-02,86.17,79.71,2332086,-7.4968086340954,1.13176203322448,1.03708040593286,78.4675000000002,76.7114285714282,75.6642857142858,75.3266666666665,72.8612307692307,71.2594444444446,75.87,69.8147619047621,1331,0,0,0,0,1,1,1,2,2,4,5,TRUE,3,2576,126,101,51.2,10,1511,767,902,12,35,349,930,Best Buy,Retail-Consumer Elec,RETAIL,16747.2,191191,277215,3481,50,36,C+,2025-11-25,-,No,79.71,-17.63,2.22,63,87,80,No,1.49,13.18,7,17.8,28.6,-17.2,Yes,Yes,2,0.3,-1.4,No,-4,-4,-5,7,Yes,No,No,55,16,4.8
BC,2025-10-17,5035,66.9,68.075,68.075,58.56,58.56,58.56,2025-01-02,63.74,63.91,608992,0.266708503294622,1.08782978723404,0.963370515526078,63.1199999999997,61.9271428571427,63.1104761904764,63.9876190476191,62.7418461538462,58.1003174603175,65.28,55.6719841269842,1290,0,0,0,0,0,1,1,2,4,10,13,TRUE,1,2525,110,93,50.2,12,1593,888,887,12,31,495,931,Brunswick,Leisure-Products,LEISURE,4175.2,64676,46884,728,43,20,B-,2025-10-23,-,No,63.91,-27.08,1.99,55,69,79,No,2.17,8.78,-1.6,7.2,45.9,-24.1,Yes,Yes,0,-5.1,-8.5,Yes,-36,-59,-83,28,No,No,No,63,42,2.7
BCAT,2025-10-17,1272,15,15.29,15.29,14.37,14.37,14.37,2025-01-02,15.21,14.44,1050742,-5.06245890861277,0.978983050847458,0.965886287625418,14.585,14.6871428571428,14.7738095238095,14.8576190476191,14.8969230769231,14.8746031746032,15.29,14.7676190476191,626,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,626,122,99,49.3,9,174,34,246,6,26,8,935,BlackRock Cap Allocation,Finance-Publ Inv Fd-Bal,MISC,1513,107462,8118,573,-,0,C+,-,-,No,14.44,-12.7,0.16,24,23,22,No,-0.14,-2.1,-1.8,-2.5,4.9,-11,No,No,-,-,-,No,-11,-13,-5,-,No,Yes,Yes,4,-,23.4
BCAX,2025-10-17,275,19.71,19.71,19.71,16.4209,10.295,10.295,2025-01-02,16.925,18.25,377424,7.82865583456425,1.02643419572553,1.07100938967136,18.2625,18.2285714285714,15.5766666666667,13.6604761904762,12.7770769230769,12.2403174603175,11.62,11.6875396825397,139,0,0,0,0,0,2,5,6,8,15,29,FALSE,0,139,128,99,50.7,9,106,84,40,13,35,64,936,Bicara Therapeutics,Medical-Biomed/Biotech,MEDICAL,995.8,37102,8553,471,61,4,A,2025-11-18,2024-09-13,No,18.25,-35.03,1.07,90,97,95,No,-2.3,2.64,66.4,56.7,50.1,-10.7,No,No,-,-,-,No,-61,-196,-70,-15,No,No,No,35,-,
BCC,2025-10-17,3195,81.34,90.54,91.565,70,70,70,2025-01-02,117.23,71.03,329151,-39.4097074127783,0.982162610619469,0.914981321654,72.1075,72.3885714285713,75.677619047619,81.0030952380951,82.4718461538464,85.9481746031744,85.68,90.0667460317459,1299,0,0,0,0,0,0,0,1,5,7,8,TRUE,1,1643,101,79,51.4,10,1055,622,547,7,22,360,938,Boise Cascade,Bldg-Wood Prds,BUILDING,2652,36590,25677,360,1,26,D-,2025-11-03,2013-02-06,No,71.03,-54.3,2.45,7,6,6,No,0.27,-1.78,-11.7,-18.1,-24,-50,Yes,No,-3,-4.9,-4.8,No,-42,-59,-27,30,No,Yes,No,62,70,1.2
BCE,2025-10-17,5035,24.585,24.973393,26.015,22.48,22.48,22.48,2025-01-02,23.26,24.26,5182526,4.29922613929492,1.01506276150628,1.03852739726027,23.7324999999998,23.7814285714285,23.4142857142856,23.9659523809524,24.0629230769231,23.1834920634922,24.16,22.9789682539684,1312,0,0,0,0,0,0,0,0,0,1,1,TRUE,3,2589,125,107,51.4,11,779,210,747,14,32,79,943,BCE Inc,Telecom Svcs- Foreign,TELECOM,22326.5,911097,79623,3283,42,43,B,2025-11-06,-,No,24.26,-28.14,0.48,28,50,58,No,2.41,1.51,3.3,0.7,10.1,-27.6,Yes,No,1,0,-0.3,No,-19,-4,4,0,No,No,No,19,4,11.5
BCH,2025-10-17,5034,33.28,33.28,33.28,29.795,29.11,28.31,2025-01-02,22.48,32.74,289827,45.6405693950178,1.07273918741809,1.06993464052288,32.2150000000003,31.6800000000004,30.7138095238094,30.0621428571428,29.465076923077,29.7544444444444,30,29.0211904761904,1275,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,2572,138,109,51.1,10,1207,487,816,14,36,210,945,Banco de Chile ADR,Banks-Foreign,BANKS,16536.5,474779,10457,320,82,61,B+,2025-10-28,-,No,32.74,-1.62,0.67,84,87,76,No,-0.09,7.27,9.9,15.1,17.1,35,No,No,-7,-3.9,-10.3,No,-6,13,-30,5,No,No,Yes,1,14,4.8
BCI,2025-10-17,2124,22.1,22.1,22.1,21.335,21.07,20.97,2025-01-02,19.9,21.78,585792,9.44723618090453,1.01633224451703,1.00693481276006,21.7649999999999,21.707142857143,21.5966666666667,21.3227380952381,21.131,20.9971825396826,21.24,20.8574166666667,1117,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,1117,134,105,52.6,11,231,43,330,13,34,11,948,abrdn Bbg All Cmd Str K1,Finance-ETF / ETN,MISC,1807.7,67250,13470,623,-,0,D+,-,-,Yes,21.78,-1.45,0.19,50,68,53,No,-0.46,1.63,2.1,2.3,5.1,8.2,No,No,-,-,-,No,2,8,2,-,No,Yes,Yes,3,-,3
BCO,2025-10-17,5035,118.6,118.6,118.6,109.72,109.72,109.72,2025-01-02,92.36,111.59,190718,20.8207016024253,1.01087054986865,0.97178437690499,111.6075,111.604285714286,114.356666666667,113.989285714286,108.382923076923,98.7496825396827,115.85,93.1984126984129,1284,0,0,0,0,0,0,0,0,1,1,1,TRUE,1,2534,127,103,50.3,12,1350,618,868,11,33,285,955,Brink's,Security/Sfty,BUSINS SVC,4649.1,41245,32372,277,81,72,B,2025-11-05,-,No,111.59,-5.91,2.15,78,78,81,No,0.67,1.09,-3,18.3,27.5,-0.9,Yes,No,4,2.3,2,Yes,0,-3,-23,17,No,Yes,No,61,9,0.9
BCPC,2025-10-17,4801,156.7,163.095,166.471,139.17,139.17,139.17,2025-01-02,158.58,147.59,204722,-6.930256022197,1.02039546460177,1.016530064054,144.7825,143.882857142857,147.04619047619,153.357261904762,154.227153846154,158.156388888889,156.34,160.992738095238,1286,0,0,0,0,0,0,0,0,0,0,2,TRUE,3,2449,118,97,51,11,1292,611,968,7,26,272,957,Balchem,Chemicals-Specialty,CHEMICAL,4790,31805,23068,155,71,89,B,2025-10-21,-,No,147.59,-20.63,3.35,21,22,15,No,1.38,2.04,-3.3,-6.8,-8.6,-14.2,Yes,No,9,6.8,6.2,No,17,18,19,10,No,Yes,Yes,59,3,0.6
BCRX,2025-10-17,5033,7.9832,8.47,9.14,6,6,6,2025-01-02,7.83,6.63,7575952,-15.3256704980843,0.918282548476454,0.927272727272727,6.645,6.87,7.27666666666667,7.73571428571431,7.96846153846153,8.81238095238099,7.91,8.81817460317464,1197,0,0,0,2,2,1,1,1,2,4,15,FALSE,0,2358,111,84,46.9,12,1829,1355,788,4,17,967,958,BioCryst Pharmaceuticals,Medical-Biomed/Biotech,MEDICAL,1391.8,197324,25564,3960,41,80,E,2025-10-29,1994-03-03,No,6.63,-41.38,0.26,13,4,4,No,-1.34,-8.17,-13.9,-23.8,-10.4,-11.5,No,No,49,53.1,49,No,1400,191,54,32,No,Yes,Yes,59,-,0
